D_H,D_M,D_U_C,D_U_C_median,D_U_C_p95,D_U_R,D_U_R_median,D_U_R_p95,D_V,D_V_max,D_V_median,D_X,FPC,K,PE,PE_norm,XB_soft_m2,XB_status,alignment_ambiguous,alignment_best_cost,alignment_global_margin,alignment_permutation,alignment_second_best_cost,candidate_converged,candidate_degenerate,candidate_model_fingerprint,candidate_model_status,condition,current_bank_sha256,dataset_id,entropy_candidate_current,entropy_signed_change,entropy_source_current,mass_candidate_current,mass_source_current,method,mmd_bandwidth_status,mmd_sigma,outer_fold,reference_bank_sha256,runtime_alignment,runtime_candidate_fit,runtime_mmd,runtime_signals,runtime_source_fit,runtime_total,seed,shift_replay_sha256,shift_spec_file_sha256,shift_spec_sha256,signal_protocol_sha256,signal_record_sha256,silhouette,silhouette_status,source_converged,source_degenerate,source_model_fingerprint,source_model_status,usable
0.0098329,0.0283195,0.271811,2e-07,1.0,0.2511352,1.2e-06,0.9999993,0.8972615,1.2253888,0.8882831,0.10524,0.9812508,6,0.0305762,0.0170649,4.5082484,SUCCESS,False,3.8774206,0.5167384,"[4, 3, 5, 2, 1, 0]",4.394159,True,False,7b32d12772e1a83d6885ad3db8059b2db76e285207546b420c7c7bb418e1f1e0,SUCCESS,location_severe,f85adf2a2c11151341d903c0686d082ab487df8d5a3b826d36297214b1987248,human_activity_recognition,0.007232,-0.0098329,0.0170649,"[0.1685601, 0.1950528, 0.0443978, 0.291001, 0.1843776, 0.1166107]","[0.1347749, 0.0991261, 0.0262829, 0.2709515, 0.2999054, 0.1689591]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.0028,12.89196,0.0,0.00333,0.0,13.43072,2,,71bac947d1505dc2e72d4deb2242bdf9d15484e2be222c9fef42fb029b317cc1,66ec01466db5ae84d76fd0156a90cf2d630534470274099a8b54bcee91af088f,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,683e54952c2512314226e5627615377a865f45d32189546ff70ebbaeb242f08b,0.0859054,SUCCESS,True,False,683a35ea38600fcdcc9d747abbcadc4fbb978cb40b942a2db50a54f513c0b506,SUCCESS,True
0.0185099,0.0367903,0.2725105,8e-07,0.9999997,0.2131502,3e-07,0.9999604,0.8586587,1.090081,0.8856324,0.10524,0.9710866,6,0.047227,0.0263579,3.6830467,SUCCESS,False,3.7884323,0.3458056,"[4, 2, 0, 3, 5, 1]",4.1342379,True,False,730c549f99c42a101944ef86164f336c0b674dff67954356d67dbbceba541b7c,SUCCESS,location_severe,f85adf2a2c11151341d903c0686d082ab487df8d5a3b826d36297214b1987248,human_activity_recognition,0.0078479,-0.0185099,0.0263579,"[0.2402252, 0.0284006, 0.1701244, 0.0881716, 0.1372189, 0.3358593]","[0.2196424, 0.0141878, 0.1778745, 0.1968749, 0.0420027, 0.3494177]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00181,16.45613,0.0,0.00465,0.0,17.00426,3,,71bac947d1505dc2e72d4deb2242bdf9d15484e2be222c9fef42fb029b317cc1,66ec01466db5ae84d76fd0156a90cf2d630534470274099a8b54bcee91af088f,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,cbbdb8b7ad6d009f734df882dcb4c91204c3e50637358dca29647568f7b2f486,0.0872756,SUCCESS,True,False,c8b1ebdf5c7708e471b6773339e59b143c26690fb77417d625377db8a607bc98,SUCCESS,True
0.0157236,0.0427804,0.244712,0.0,1.0,0.1970503,0.0,0.9999995,0.8350814,1.0208328,0.8783695,0.10524,0.980405,6,0.0322134,0.0179786,3.5141486,SUCCESS,False,4.0089288,0.3185331,"[0, 1, 5, 2, 4, 3]",4.3274619,True,False,ca2ede51fe2bec43870125ef26b2404b0400ce6baae294ae83bb0ade35649058,SUCCESS,location_severe,f85adf2a2c11151341d903c0686d082ab487df8d5a3b826d36297214b1987248,human_activity_recognition,0.002255,-0.0157236,0.0179786,"[0.1465981, 0.5747287, 0.085843, 0.0371109, 0.0171031, 0.1386162]","[0.1743401, 0.5545569, 0.2005244, 0.022758, 0.0116714, 0.0361491]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00209,5.0381,0.0,0.00359,0.0,5.52483,4,,71bac947d1505dc2e72d4deb2242bdf9d15484e2be222c9fef42fb029b317cc1,66ec01466db5ae84d76fd0156a90cf2d630534470274099a8b54bcee91af088f,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,1ea146a9221f876fa8b1cb01d86b5a9610dec5eca38fab8b96f2204efd939afa,0.2492009,SUCCESS,True,False,a7be8904ed6db9ff4b518b537e60f81915b9de2e2ce543b77eaef0f650ea0582,SUCCESS,True
0.008923,0.0245372,0.4045392,0.000228,1.0,0.3852408,0.0008654,1.0,1.2004355,2.5222657,1.0925338,0.10524,0.9812039,6,0.0303691,0.0169493,4.4697449,SUCCESS,False,5.1784391,0.0126156,"[4, 3, 1, 2, 5, 0]",5.1910548,True,False,ed3a8088c7983b08d0ec575aca5090ae40e674846e6e245d3132e596c1a9a78f,SUCCESS,location_severe,f85adf2a2c11151341d903c0686d082ab487df8d5a3b826d36297214b1987248,human_activity_recognition,0.0080264,-0.008923,0.0169493,"[0.0877198, 0.0268905, 0.168424, 0.1408748, 0.2402196, 0.3358713]","[0.1241215, 0.026266, 0.2997403, 0.0987989, 0.1698531, 0.2812202]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00143,7.68355,0.0,0.00521,0.0,8.17182,5,,71bac947d1505dc2e72d4deb2242bdf9d15484e2be222c9fef42fb029b317cc1,66ec01466db5ae84d76fd0156a90cf2d630534470274099a8b54bcee91af088f,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,2f6aa64d6842e84588629b4a706504dc4e06d9e0f4611039b57498c3583c6f19,0.0868059,SUCCESS,False,False,d24bb8cfd2d99ffced04b30ff3aa8934b34de6f1b98f9a65717e5579b797fe76,MAX_ITER_REACHED,True
0.0022158,0.038141,0.4807496,0.0547407,1.0,0.4896529,0.3211493,1.0,0.697306,1.6009694,0.5736971,0.0032274,0.9916887,6,0.0144158,0.0080456,2.8360445,SUCCESS,False,4.1946934,0.003391,"[5, 1, 3, 0, 4, 2]",4.1980843,True,False,12e4f7f10d78b2457d14aaf4d401b724ecfc04e73c53c24633c2283b89348419,SUCCESS,mcar_mild,025e6ffa5465fef459c485e3c0dcadc2cd42a2361ede3ff3a4e1feb8528294df,human_activity_recognition,0.0102614,0.0022158,0.0080456,"[0.0361188, 0.168962, 0.068124, 0.2323228, 0.1511277, 0.3433447]","[0.0118192, 0.1039586, 0.1661933, 0.1713187, 0.2458371, 0.300873]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00197,8.69689,0.78768,0.00363,0.0,10.02553,1,,dea8c0878f7d0e302f2e0682b8d2b6d39cc9f6855c4e86ef9864458f072abff8,c6ba7f97489793453fe7e70976905795cbbb0f2aa85cdf535112398fc39b529c,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,22bab4433f50e985b1ccd2326719fba7a2a7e161c4b2b462e2a4b5d7cd99c628,0.1048229,SUCCESS,True,False,8fa6072c9c6b311b2128495368b2dabf8db61d84531db84795aa1bb9e94b655e,SUCCESS,True
0.0006313,0.0405403,0.2053071,0.0,1.0,0.1817681,0.0,1.0,0.5029962,1.7832922,0.2539877,0.0032274,0.9916887,6,0.0144158,0.0080456,2.8360449,SUCCESS,False,2.7025084,0.2707639,"[4, 3, 0, 5, 1, 2]",2.9732723,True,False,128281cd6245d041e302cc9837c4a4d230bf88a4cea8144755bb7a4476362348,SUCCESS,mcar_mild,025e6ffa5465fef459c485e3c0dcadc2cd42a2361ede3ff3a4e1feb8528294df,human_activity_recognition,0.0086769,0.0006313,0.0080456,"[0.1429879, 0.3070553, 0.0871649, 0.2492062, 0.1170869, 0.096499]","[0.103959, 0.245837, 0.0118192, 0.3008727, 0.1661934, 0.1713186]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00319,14.94502,0.0,0.00392,0.0,15.47155,2,,dea8c0878f7d0e302f2e0682b8d2b6d39cc9f6855c4e86ef9864458f072abff8,c6ba7f97489793453fe7e70976905795cbbb0f2aa85cdf535112398fc39b529c,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,03f844f12a40a2fe364c4c49c6e287ed5d1f21766ab0a6333faa7b1ccdefae75,0.1048229,SUCCESS,True,False,683a35ea38600fcdcc9d747abbcadc4fbb978cb40b942a2db50a54f513c0b506,SUCCESS,True
0.0047874,0.0135169,0.1619709,0.0,0.999875,0.1604102,0.0,0.9997884,0.3087707,0.5281164,0.2824767,0.0032274,0.9821632,6,0.0288351,0.0160932,2.3077524,SUCCESS,False,2.0045224,0.6354469,"[1, 2, 0, 4, 5, 3]",2.6399693,True,False,4be8f3b7b38c44da0a038e177972bf9ef7530a9d9b5e01a91faf61926fc446fb,SUCCESS,mcar_mild,025e6ffa5465fef459c485e3c0dcadc2cd42a2361ede3ff3a4e1feb8528294df,human_activity_recognition,0.0113058,-0.0047874,0.0160932,"[0.2323982, 0.0160956, 0.153458, 0.1122414, 0.1425592, 0.3432477]","[0.1960179, 0.0056397, 0.2187945, 0.0604611, 0.1396263, 0.3794604]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.0025,14.968,0.0,0.00329,0.0,15.49376,3,,dea8c0878f7d0e302f2e0682b8d2b6d39cc9f6855c4e86ef9864458f072abff8,c6ba7f97489793453fe7e70976905795cbbb0f2aa85cdf535112398fc39b529c,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,fcda81e0baf8feaf66e3a066256800c0ad108a96e31e30d574d2b08d86593830,0.0850568,SUCCESS,True,False,c8b1ebdf5c7708e471b6773339e59b143c26690fb77417d625377db8a607bc98,SUCCESS,True
0.0052423,0.145045,0.5777463,0.9965055,1.0,0.5768838,0.9980878,1.0,0.8116862,1.8842603,0.5095073,0.0032274,0.9847789,6,0.0245514,0.0137024,2.2079165,SUCCESS,False,4.7287755,0.0901967,"[5, 4, 0, 3, 2, 1]",4.8189722,True,False,6eafda14e5d90d26befa7f8e3b88d2ee1534962da892e69c2e204a186146509e,SUCCESS,mcar_mild,025e6ffa5465fef459c485e3c0dcadc2cd42a2361ede3ff3a4e1feb8528294df,human_activity_recognition,0.0084601,-0.0052423,0.0137024,"[0.1976041, 0.2583339, 0.185332, 0.0413298, 0.1722006, 0.1451996]","[0.2272333, 0.5723545, 0.0687967, 0.0157085, 0.0039068, 0.1120002]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00293,12.10708,0.0,0.00445,0.0,12.60053,4,,dea8c0878f7d0e302f2e0682b8d2b6d39cc9f6855c4e86ef9864458f072abff8,c6ba7f97489793453fe7e70976905795cbbb0f2aa85cdf535112398fc39b529c,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,1c6a1b4038dd7323d06afb0d4034413192f9504ad5d06c737f18a0921cef6a8d,0.268476,SUCCESS,True,False,a7be8904ed6db9ff4b518b537e60f81915b9de2e2ce543b77eaef0f650ea0582,SUCCESS,True
0.000114,0.0151107,0.1346406,0.0,0.9998618,0.1398792,0.0,0.9998752,0.2714838,0.5276974,0.2109857,0.0032274,0.9910613,6,0.0149542,0.0083461,2.8105795,SUCCESS,False,1.7291052,0.6846144,"[5, 4, 1, 2, 3, 0]",2.4137196,True,False,cd0de77b22ee474e4b1eb664eda75e4aa59eef954cdfd3dc458a239fcdd1314d,SUCCESS,mcar_mild,025e6ffa5465fef459c485e3c0dcadc2cd42a2361ede3ff3a4e1feb8528294df,human_activity_recognition,0.0084601,0.000114,0.0083461,"[0.1451996, 0.0413298, 0.185332, 0.1976041, 0.1722006, 0.2583339]","[0.0901896, 0.0118148, 0.1660158, 0.2459995, 0.1731636, 0.3128166]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00291,13.5602,0.0,0.00343,0.0,14.11158,5,,dea8c0878f7d0e302f2e0682b8d2b6d39cc9f6855c4e86ef9864458f072abff8,c6ba7f97489793453fe7e70976905795cbbb0f2aa85cdf535112398fc39b529c,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,4d1c5e5e1c0c612b973945257b28a029508b4b1524d60fcaa074d5e71583b6aa,0.1070117,SUCCESS,False,False,d24bb8cfd2d99ffced04b30ff3aa8934b34de6f1b98f9a65717e5579b797fe76,MAX_ITER_REACHED,True
0.0049498,0.0598796,0.4200883,0.0018481,1.0,0.3595356,9.7e-06,1.0,0.6619427,2.0620037,0.391825,0.0114796,0.9863474,6,0.0224054,0.0125047,2.9769284,SUCCESS,False,3.6683852,0.0834567,"[2, 0, 5, 1, 3, 4]",3.7518419,True,False,0f6ed66bfbbbe857213365251c61def3791d45227624746f17bf014dbe3c6170,SUCCESS,mcar_severe,dd0050f64bde9e6d0f2974e5981e2bd0454132e7a8c739649154c91d73e74b38,human_activity_recognition,0.0174545,0.0049498,0.0125047,"[0.0132069, 0.2262352, 0.1159046, 0.1536428, 0.141377, 0.3496336]","[0.0039549, 0.1099499, 0.0589785, 0.1476937, 0.3608948, 0.3185283]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00209,14.42151,0.80492,0.00455,0.0,15.69016,1,,5db7feaba741f443d9be73a89ed5dd539cf0fd9c1e3bb0867e92f03972d5a7cf,ba21746c69c896cc04a2b1bfe1e0039bfac20ddc2fdf8c73a9bfde775e118801,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,b0ad84f5e96d165dc0926af459a86f0cb7054085de0af34073b81576041824ad,0.0893508,SUCCESS,True,False,8fa6072c9c6b311b2128495368b2dabf8db61d84531db84795aa1bb9e94b655e,SUCCESS,True
0.0006917,0.0426279,0.1872763,0.0,0.9994835,0.1775246,0.0,0.9999986,0.3587372,0.6088239,0.3162502,0.0114796,0.9863475,6,0.0224053,0.0125046,2.9769293,SUCCESS,False,2.0873652,0.4734928,"[4, 2, 1, 3, 5, 0]",2.560858,True,False,91c803cf5fe79d40b70b06ae70b25f2420b9c99d68fc7e016158924eacacb40d,SUCCESS,mcar_severe,dd0050f64bde9e6d0f2974e5981e2bd0454132e7a8c739649154c91d73e74b38,human_activity_recognition,0.0131963,0.0006917,0.0125046,"[0.13035, 0.2203301, 0.0166085, 0.2788585, 0.1868958, 0.1669571]","[0.1099505, 0.3608947, 0.0039549, 0.3185278, 0.0589786, 0.1476936]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.0018,24.95037,0.0,0.00353,0.0,25.46758,2,,5db7feaba741f443d9be73a89ed5dd539cf0fd9c1e3bb0867e92f03972d5a7cf,ba21746c69c896cc04a2b1bfe1e0039bfac20ddc2fdf8c73a9bfde775e118801,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,145127813f71f1ef81202137ff98544a03088619c1184d4d1eef55dbb0f50909,0.0893508,SUCCESS,True,False,683a35ea38600fcdcc9d747abbcadc4fbb978cb40b942a2db50a54f513c0b506,SUCCESS,True
0.0088336,0.1273478,0.4633037,0.0577641,1.0,0.3859887,0.0006023,1.0,0.5395335,1.2639529,0.4264329,0.0114796,0.9770583,6,0.0378894,0.0211465,2.4129077,SUCCESS,False,3.362752,0.0499183,"[1, 0, 2, 3, 5, 4]",3.4126704,True,False,9de7fac62581cc72d37ea8444087e12c1121d0e48d38063150294ed20c8b28a6,SUCCESS,mcar_severe,dd0050f64bde9e6d0f2974e5981e2bd0454132e7a8c739649154c91d73e74b38,human_activity_recognition,0.0123128,-0.0088336,0.0211465,"[0.3727179, 0.165202, 0.0868624, 0.0341695, 0.1395689, 0.2014793]","[0.2303724, 0.0005126, 0.1814799, 0.018916, 0.2229302, 0.3457888]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00173,10.20253,0.0,0.00577,0.0,10.73702,3,,5db7feaba741f443d9be73a89ed5dd539cf0fd9c1e3bb0867e92f03972d5a7cf,ba21746c69c896cc04a2b1bfe1e0039bfac20ddc2fdf8c73a9bfde775e118801,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,0215a4ea2f7de5610a19673816fb5d264a1c6b3b93ee4b78de9b3e2c16929ef3,0.0620556,SUCCESS,True,False,c8b1ebdf5c7708e471b6773339e59b143c26690fb77417d625377db8a607bc98,SUCCESS,True
0.0026384,0.2311529,0.462889,0.0411136,1.0,0.4852335,0.2290521,1.0,0.8965983,1.8559565,0.5517936,0.0114796,0.9846086,6,0.0248512,0.0138697,2.2621407,SUCCESS,False,4.8537855,0.0195356,"[5, 2, 3, 4, 1, 0]",4.8733211,True,False,025cd224b0a48be885853d9dd7dbdfa6640820922782824e6745a6a4dc3fe1ef,SUCCESS,mcar_severe,dd0050f64bde9e6d0f2974e5981e2bd0454132e7a8c739649154c91d73e74b38,human_activity_recognition,0.0112313,-0.0026384,0.0138697,"[0.0387424, 0.3093483, 0.0932367, 0.1574417, 0.1093312, 0.2918995]","[0.229232, 0.5738105, 0.0166122, 0.0064731, 0.0002488, 0.1736234]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00158,15.91664,0.0,0.00451,0.0,16.36207,4,,5db7feaba741f443d9be73a89ed5dd539cf0fd9c1e3bb0867e92f03972d5a7cf,ba21746c69c896cc04a2b1bfe1e0039bfac20ddc2fdf8c73a9bfde775e118801,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,ef02e790c6c44cc65f44d99863ac71cffc4cfb25ed9a73c9b1d18c074c692037,0.2521426,SUCCESS,True,False,a7be8904ed6db9ff4b518b537e60f81915b9de2e2ce543b77eaef0f650ea0582,SUCCESS,True
0.0048824,0.0456609,0.4702865,0.1062105,1.0,0.5113437,0.6660099,1.0,0.6033202,1.0599115,0.555963,0.0114796,0.9869333,6,0.0210771,0.0117634,2.9503755,SUCCESS,False,3.9069675,0.0293869,"[1, 3, 4, 5, 2, 0]",3.9363544,True,False,429d4c26545a8953bc94b30f06ded7933207f7a7ffafc5eb5d108c344206cd35,SUCCESS,mcar_severe,dd0050f64bde9e6d0f2974e5981e2bd0454132e7a8c739649154c91d73e74b38,human_activity_recognition,0.0166458,0.0048824,0.0117634,"[0.1548035, 0.0156761, 0.0941032, 0.1594935, 0.2260093, 0.3499144]","[0.0947145, 0.0039533, 0.0588187, 0.3610561, 0.149543, 0.3319144]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00177,10.34022,0.0,0.00505,0.0,10.85818,5,,5db7feaba741f443d9be73a89ed5dd539cf0fd9c1e3bb0867e92f03972d5a7cf,ba21746c69c896cc04a2b1bfe1e0039bfac20ddc2fdf8c73a9bfde775e118801,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,708524d9330223c3f8bbeb0d9c643f62b97da84328deb18df5497a6aeb13dc05,0.0919463,SUCCESS,False,False,d24bb8cfd2d99ffced04b30ff3aa8934b34de6f1b98f9a65717e5579b797fe76,MAX_ITER_REACHED,True
0.0004767,0.0179667,0.3077747,0.0,1.0,0.3451619,1e-07,1.0,0.7127698,2.3001015,0.3574622,0.0030676,0.9913702,6,0.0145087,0.0080975,2.7116499,SUCCESS,False,3.5959929,0.1728275,"[5, 2, 1, 0, 3, 4]",3.7688204,True,False,2ac1bfa8facea85f4d1b8a55a7ea47f002bf4a7cd45e458b19746efcecc5a5ed,SUCCESS,measurement_noise_mild,9ced40e5308bc4292391db66256edce6f04c216472bcecc6ec6ce256ce6fdf7a,human_activity_recognition,0.0076208,-0.0004767,0.0080975,"[0.0248916, 0.0361556, 0.1664071, 0.2380283, 0.1968668, 0.3376506]","[0.0158676, 0.1001878, 0.2106325, 0.1772998, 0.1974227, 0.2985896]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00222,16.89494,0.94276,0.00388,0.0,18.37979,1,,6b0483bbea7f220f7ee828dc68d049e6dce45d4b19c945ce2f56e95466c452c9,abab92f705d25ec5f0bc2644fed06e63020e6bba59f454faab113aa3d7bbef61,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,d53c8bd3e3b66e001c8fe1ec220b90487b08d89dcd38744514cc26819a94409d,0.1101115,SUCCESS,True,False,8fa6072c9c6b311b2128495368b2dabf8db61d84531db84795aa1bb9e94b655e,SUCCESS,True
0.0005371,0.0126171,0.2076706,0.0,1.0,0.213017,0.0,1.0,0.3450755,0.5321087,0.3426573,0.0030676,0.9913701,6,0.0145089,0.0080976,2.71165,SUCCESS,False,2.0614737,0.7239766,"[2, 3, 5, 4, 1, 0]",2.7854503,True,False,a23ad57af86b2927f45abe53a069850afbd474e1dd7051ea88dc5f7916cc9f1d,SUCCESS,measurement_noise_mild,9ced40e5308bc4292391db66256edce6f04c216472bcecc6ec6ce256ce6fdf7a,human_activity_recognition,0.0075605,-0.0005371,0.0080976,"[0.1697607, 0.2039209, 0.0276477, 0.2891992, 0.1927473, 0.1167243]","[0.100188, 0.1974226, 0.0158676, 0.2985894, 0.2106326, 0.1772997]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00181,31.88326,0.0,0.00646,0.0,32.39601,2,,6b0483bbea7f220f7ee828dc68d049e6dce45d4b19c945ce2f56e95466c452c9,abab92f705d25ec5f0bc2644fed06e63020e6bba59f454faab113aa3d7bbef61,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,cc06675a23445695651e67fec17e86f13a47fdf6b68f20b5df322f46b2198866,0.1101115,SUCCESS,True,False,683a35ea38600fcdcc9d747abbcadc4fbb978cb40b942a2db50a54f513c0b506,SUCCESS,True
0.0113016,0.04734,0.3786297,1.1e-06,1.0,0.4125537,0.0001322,1.0,0.7172128,2.1153852,0.483833,0.0030676,0.9850142,6,0.0248857,0.013889,2.2500244,SUCCESS,False,4.1066259,0.1681675,"[5, 3, 2, 4, 0, 1]",4.2747934,True,False,e246805349885948315c8388510b233156f46c91b0a775999288e6cb819496ad,SUCCESS,measurement_noise_mild,9ced40e5308bc4292391db66256edce6f04c216472bcecc6ec6ce256ce6fdf7a,human_activity_recognition,0.0025874,-0.0113016,0.013889,"[0.0935623, 0.0385603, 0.1301695, 0.0356861, 0.1277917, 0.5742302]","[0.1879405, 0.010508, 0.1984235, 0.0985489, 0.1173168, 0.3872623]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00211,12.24726,0.0,0.00383,0.0,12.75984,3,,6b0483bbea7f220f7ee828dc68d049e6dce45d4b19c945ce2f56e95466c452c9,abab92f705d25ec5f0bc2644fed06e63020e6bba59f454faab113aa3d7bbef61,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,bb2003c9347410c58a162bc7f55ae3031ea10fca5446d4f210c61d95deb32fe1,0.098744,SUCCESS,True,False,c8b1ebdf5c7708e471b6773339e59b143c26690fb77417d625377db8a607bc98,SUCCESS,True
0.0052112,0.1145638,0.3552442,9e-07,1.0,0.4044487,0.0002057,1.0,0.6651357,1.8199037,0.3907591,0.0030676,0.9852277,6,0.0244763,0.0136605,2.1700877,SUCCESS,False,3.7980908,1.38e-05,"[3, 1, 0, 4, 5, 2]",3.7981047,True,False,8ff3f4c32fc9c8b2dc37daa784916b2861733db47733ef95bb70f6fb18401934,SUCCESS,measurement_noise_mild,9ced40e5308bc4292391db66256edce6f04c216472bcecc6ec6ce256ce6fdf7a,human_activity_recognition,0.0084493,-0.0052112,0.0136605,"[0.1660681, 0.3374149, 0.0869394, 0.2381664, 0.0331349, 0.1382762]","[0.2008278, 0.5705798, 0.112906, 0.0194775, 0.0058097, 0.0903992]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.00287,22.19641,0.0,0.00382,0.0,22.70752,4,,6b0483bbea7f220f7ee828dc68d049e6dce45d4b19c945ce2f56e95466c452c9,abab92f705d25ec5f0bc2644fed06e63020e6bba59f454faab113aa3d7bbef61,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,d4429e104ad0d1542fa1489baea8e9a846fd2d333d9c4e0665769070835ca0c3,0.2790335,SUCCESS,True,False,a7be8904ed6db9ff4b518b537e60f81915b9de2e2ce543b77eaef0f650ea0582,SUCCESS,True
0.000462,0.0236727,0.4157054,1.29e-05,1.0,0.4373913,0.0048359,1.0,0.6392969,1.6936736,0.372332,0.0030676,0.9902054,6,0.0159395,0.008896,2.6891481,SUCCESS,False,3.5028215,0.1210152,"[4, 3, 1, 2, 5, 0]",3.6238367,True,False,d3f19f00cfb1316306cec45ecbac756d2943da893873088e21ba5789954dbe80,SUCCESS,measurement_noise_mild,9ced40e5308bc4292391db66256edce6f04c216472bcecc6ec6ce256ce6fdf7a,human_activity_recognition,0.008434,-0.000462,0.008896,"[0.1522893, 0.0171287, 0.110117, 0.1448224, 0.2380802, 0.3375624]","[0.09122, 0.0158616, 0.2104462, 0.1975286, 0.1786459, 0.3062977]",fcm_adaptive,SUCCESS,29.4365131,1,5486b7b06f8d01b4c09c21fddebabd121306e10bc078e9b8958cda3560d4cad9,0.003,9.93692,0.0,0.00235,0.0,10.39921,5,,6b0483bbea7f220f7ee828dc68d049e6dce45d4b19c945ce2f56e95466c452c9,abab92f705d25ec5f0bc2644fed06e63020e6bba59f454faab113aa3d7bbef61,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,9c78494c9b8e56c15d75024f6694ba3579756da7806f42f9a9d7435aa3865c9f,0.1110931,SUCCESS,False,False,d24bb8cfd2d99ffced04b30ff3aa8934b34de6f1b98f9a65717e5579b797fe76,MAX_ITER_REACHED,True
