D_H,D_M,D_U_C,D_U_C_median,D_U_C_p95,D_U_R,D_U_R_median,D_U_R_p95,D_V,D_V_max,D_V_median,D_X,FPC,K,PE,PE_norm,XB_soft_m2,XB_status,alignment_ambiguous,alignment_best_cost,alignment_global_margin,alignment_permutation,alignment_second_best_cost,candidate_converged,candidate_degenerate,candidate_model_fingerprint,candidate_model_status,condition,current_bank_sha256,dataset_id,entropy_candidate_current,entropy_signed_change,entropy_source_current,mass_candidate_current,mass_source_current,method,mmd_bandwidth_status,mmd_sigma,outer_fold,reference_bank_sha256,runtime_alignment,runtime_candidate_fit,runtime_mmd,runtime_signals,runtime_source_fit,runtime_total,seed,shift_replay_sha256,shift_spec_file_sha256,shift_spec_sha256,signal_protocol_sha256,signal_record_sha256,silhouette,silhouette_status,source_converged,source_degenerate,source_model_fingerprint,source_model_status,usable
0.0294513,0.0566577,0.3109727,3.2e-05,1.0,0.4459753,0.0699266,1.0,0.9275791,1.8441663,0.7951552,0.0460232,0.9612333,8,0.0660971,0.031786,1.4360758,SUCCESS,False,6.382045,0.1103956,"[6, 0, 7, 5, 2, 4, 3, 1]",6.4924406,True,False,7e392ac7a22e9e0304a7b8fbfd8e710b4144428b26d3d16bbe313e429df226ff,SUCCESS,local_overlap_mild,ad7d573b7462ed317d56b01387df4f2e39c8be9600b120ef58cf4fe3cc58f8d5,mice_protein_expression,0.0023347,-0.0294513,0.031786,"[0.0620526, 0.1907764, 0.0714286, 0.0759555, 0.1953726, 0.1813641, 0.0854176, 0.1376326]","[0.0931639, 0.192924, 0.1508654, 0.0184299, 0.2488582, 0.1637495, 0.1022047, 0.0298045]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00167,0.03965,0.0,0.00371,0.0,0.0602,5,e44759c0fc4267fc30b3954bf91f48b5c9b0435fc0e5c17afb9bae15753baceb,c4ab7479332770841e3cd223b8da37691fba5d4090292baffd7550c3c063ca7e,7cf211729546c4dc2dacc74d49eaf9a51f906ff9d95ac137ad8423e48aa9e940,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,c3a6cbc257e5bff747c124ce9685605b19953c9d1848c3f1b2aee1ac06f1b02b,0.1586577,SUCCESS,True,False,3957d36b45304c845deb805a8a8b3546bd414c3042b2ca2524e95a69f198d47b,SUCCESS,True
0.0388342,0.0979227,0.4278033,0.0161388,1.0,0.5436288,0.8398029,1.0,1.0046223,1.9973802,0.8335977,0.0416497,0.9512439,8,0.0810462,0.038975,1.3069447,SUCCESS,False,7.1326158,0.0114195,"[4, 2, 5, 7, 3, 1, 6, 0]",7.1440353,True,False,4494762a8ad89a1364f25af8e04d5e48f7dd5e7357cb73f90478830b86a0aca1,SUCCESS,local_overlap_severe,92e0e710bb4af5d9efebc7194eaabe3bb2b5ca796e778fdc5729032fa05ca6e3,mice_protein_expression,0.0001408,-0.0388342,0.038975,"[0.1142862, 0.280952, 0.1190494, 0.2047634, 0.057143, 0.0666725, 0.0714286, 0.0857049]","[0.0353246, 0.2746674, 0.2443413, 0.0478055, 0.0176376, 0.1714178, 0.1080683, 0.1007374]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00237,0.01725,0.00527,0.00133,0.0,0.03812,1,3cbd5c19ee6c8d3878853bd90e72c80f569c1c740c36bab1f9a445070699a7b4,2ee8190980f19f3d6b896d3f42e8b9de0a175f2334f9eeece83aed4c1fa165e8,3582f45f06a7af3615326b056a5051220e1940e61563d96c4122aa39df2e9dc4,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,383d7e024107b5b0f50df77ee2510936a39ced15746040667cfb02efe67c8c3b,0.1343295,SUCCESS,True,False,395813ca2ddbe4b4f39b64650f60794c7b663f0b3ba6d5682af316eae6f43ff2,SUCCESS,True
0.0215588,0.0477874,0.2788584,4e-07,1.0,0.4528898,0.1425325,1.0,1.0607538,2.6008325,0.8854522,0.0416497,0.9724374,8,0.0470102,0.0226071,1.1802787,SUCCESS,False,7.0884242,0.0434128,"[0, 2, 7, 6, 3, 4, 1, 5]",7.1318371,True,False,dcf610c7b0698842f573133b1483bf54960c566ca0d8b5fd8a63604163c03054,SUCCESS,local_overlap_severe,92e0e710bb4af5d9efebc7194eaabe3bb2b5ca796e778fdc5729032fa05ca6e3,mice_protein_expression,0.0010484,-0.0215588,0.0226071,"[0.2238449, 0.1857123, 0.2380407, 0.0571429, 0.0857143, 0.0571429, 0.0952014, 0.0572008]","[0.2211093, 0.2413229, 0.2195131, 0.0, 0.1226857, 0.0175906, 0.0736411, 0.1041372]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00248,0.04588,0.0,0.00388,0.0,0.06522,2,3cbd5c19ee6c8d3878853bd90e72c80f569c1c740c36bab1f9a445070699a7b4,2ee8190980f19f3d6b896d3f42e8b9de0a175f2334f9eeece83aed4c1fa165e8,3582f45f06a7af3615326b056a5051220e1940e61563d96c4122aa39df2e9dc4,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,c0f88ae14e1c79617b0efe920349cbe42938fd704c54c380ae6420439facae4a,0.2065851,SUCCESS,True,False,155f91a2f125e03a205b285a1d3bf10dc7bfea33ec6949e0514ed6e3bf8c5dc1,SUCCESS,True
0.0470901,0.1980811,0.5142145,0.6685391,1.0,0.5687549,0.9247663,1.0,1.1567084,3.0387251,0.8347558,0.0416497,0.9384984,8,0.1003676,0.0482666,1.710647,SUCCESS,False,7.6967057,0.0005523,"[0, 7, 5, 4, 6, 2, 1, 3]",7.6972579,True,False,8403def740a765054d773ef5fbfbe2050f8debdd51d71fbb8eec695eeda774c1,SUCCESS,local_overlap_severe,92e0e710bb4af5d9efebc7194eaabe3bb2b5ca796e778fdc5729032fa05ca6e3,mice_protein_expression,0.0011765,-0.0470901,0.0482666,"[0.0618185, 0.0714286, 0.0667696, 0.1143256, 0.2141602, 0.2095092, 0.0714432, 0.1905451]","[0.2029957, 0.0580376, 0.1865946, 0.0321384, 0.2288938, 0.100262, 0.1910779, 0.0]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00182,0.01976,0.0,0.00229,0.0,0.03346,3,3cbd5c19ee6c8d3878853bd90e72c80f569c1c740c36bab1f9a445070699a7b4,2ee8190980f19f3d6b896d3f42e8b9de0a175f2334f9eeece83aed4c1fa165e8,3582f45f06a7af3615326b056a5051220e1940e61563d96c4122aa39df2e9dc4,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,db53804923a12bb6faf73220fce359b010e6616486ae6009c3d757579a48ba38,0.1250305,SUCCESS,True,False,ae656abf933aafb866ff859537138761d84248271275ffdfc93672bf715c14cf,SUCCESS,True
0.0346463,0.1455943,0.4257965,0.0009374,1.0,0.5127379,0.6239149,1.0,0.9486923,2.1499198,0.8955753,0.0416497,0.9558078,8,0.0739389,0.0355571,1.2672048,SUCCESS,False,6.6446507,0.0169897,"[6, 2, 4, 7, 3, 0, 1, 5]",6.6616404,True,False,e175e85c1d27d86608977ac95050655da0e27958e25f350f5255d29b7f1c64ab,SUCCESS,local_overlap_severe,92e0e710bb4af5d9efebc7194eaabe3bb2b5ca796e778fdc5729032fa05ca6e3,mice_protein_expression,0.0009108,-0.0346463,0.0355571,"[0.1285129, 0.1142139, 0.1191139, 0.0715092, 0.2332945, 0.0714286, 0.0571499, 0.2047771]","[0.0143401, 0.1366794, 0.2773388, 0.1013235, 0.2113549, 0.0613444, 0.1735353, 0.0240836]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00608,0.10151,0.0,0.00412,0.0,0.1541,4,3cbd5c19ee6c8d3878853bd90e72c80f569c1c740c36bab1f9a445070699a7b4,2ee8190980f19f3d6b896d3f42e8b9de0a175f2334f9eeece83aed4c1fa165e8,3582f45f06a7af3615326b056a5051220e1940e61563d96c4122aa39df2e9dc4,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,3bc1dc3053b50af3544dc69ce7230fb788fcab552360ca5e284aae29ca964e70,0.1255421,SUCCESS,True,False,4a3dfe698ecdcc6740d59e8fef3622f5f07293b25c35d6f9584974837f388685,SUCCESS,True
0.0280745,0.0472241,0.2943945,6.9e-06,1.0,0.4640136,0.1886248,1.0,0.935247,1.9383131,0.8206929,0.0416497,0.9649064,8,0.0604041,0.0290482,1.3562813,SUCCESS,False,6.539654,0.1031,"[3, 0, 7, 1, 5, 2, 6, 4]",6.642754,True,False,fd48d2466494615f5b69a9cbfeaf167723d2d56962ecbf3f8cb92932d5b635bf,SUCCESS,local_overlap_severe,92e0e710bb4af5d9efebc7194eaabe3bb2b5ca796e778fdc5729032fa05ca6e3,mice_protein_expression,0.0009737,-0.0280745,0.0290482,"[0.0620286, 0.233334, 0.0714286, 0.0618187, 0.1906598, 0.2141554, 0.0476185, 0.1189565]","[0.089125, 0.2016989, 0.1263732, 0.0184298, 0.2342667, 0.1994205, 0.1016017, 0.0290842]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00144,0.01147,0.0,0.00135,0.0,0.02305,5,3cbd5c19ee6c8d3878853bd90e72c80f569c1c740c36bab1f9a445070699a7b4,2ee8190980f19f3d6b896d3f42e8b9de0a175f2334f9eeece83aed4c1fa165e8,3582f45f06a7af3615326b056a5051220e1940e61563d96c4122aa39df2e9dc4,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,90cddae4a609492ef83910f16ffbd7c76b7ce993933c6ed1e06f9cc10fd6dacf,0.1744974,SUCCESS,True,False,3957d36b45304c845deb805a8a8b3546bd414c3042b2ca2524e95a69f198d47b,SUCCESS,True
0.0433797,0.0481752,0.4586566,0.1862135,1.0,0.5462003,0.8095189,1.0,1.0129422,1.6093888,1.0367816,0.0476109,0.9422839,8,0.0937747,0.0450961,1.5682112,SUCCESS,False,7.0438326,0.0467807,"[6, 2, 7, 5, 3, 1, 4, 0]",7.0906133,True,False,cc48adc28e3193ac6c52f04c6cf51d4399a08a319fa6f0c510fd4b2070f6d32b,SUCCESS,location_mild,065e508a32f753365b1aeeda38ab4c71b99a0abfc5e48f69a63929beb8a6e5c7,mice_protein_expression,0.0017164,-0.0433797,0.0450961,"[0.1383655, 0.242168, 0.1523633, 0.0714306, 0.1143271, 0.0904507, 0.0714286, 0.1194661]","[0.0567997, 0.2688015, 0.2266341, 0.0799462, 0.0307616, 0.1359413, 0.1218191, 0.0792966]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00338,0.09267,0.01112,0.00442,0.0,0.13653,1,,39818e0edbdf4bd108530a520ae21660b5b4b4b59db505493b32ee454ee3935e,204f90e6d35a4db07dbaf10efe712c7a6e4807de90eae63e07d375f9b3a6cee6,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,d494950c9eafd74b4628f8f1c1560c2f7e85282f5ba6d1149075d470b354b016,0.1277327,SUCCESS,True,False,395813ca2ddbe4b4f39b64650f60794c7b663f0b3ba6d5682af316eae6f43ff2,SUCCESS,True
0.0317669,0.0808817,0.4283374,0.0259563,1.0,0.5062274,0.5923243,1.0,1.1035713,2.3877797,0.8572942,0.0476109,0.9590113,8,0.0703707,0.0338412,1.4334341,SUCCESS,False,7.2750524,0.0952335,"[0, 3, 1, 6, 5, 4, 7, 2]",7.3702859,True,False,22e1d37edd714692423f82232e2cdb096b83604f30b19b2f3835daf94755889c,SUCCESS,location_mild,065e508a32f753365b1aeeda38ab4c71b99a0abfc5e48f69a63929beb8a6e5c7,mice_protein_expression,0.0020742,-0.0317669,0.0338412,"[0.071431, 0.2427885, 0.1857828, 0.0714286, 0.0714286, 0.0666702, 0.1563004, 0.1341699]","[0.2103685, 0.2182253, 0.1870534, 0.0, 0.1474797, 0.0514386, 0.0991499, 0.0862846]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00171,0.0998,0.0,0.0054,0.0,0.12406,2,,39818e0edbdf4bd108530a520ae21660b5b4b4b59db505493b32ee454ee3935e,204f90e6d35a4db07dbaf10efe712c7a6e4807de90eae63e07d375f9b3a6cee6,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,466735b41b54470876d35f9247e0560de8bbde36bf66c604e8e0ea39480734b0,0.144525,SUCCESS,True,False,155f91a2f125e03a205b285a1d3bf10dc7bfea33ec6949e0514ed6e3bf8c5dc1,SUCCESS,True
0.0399813,0.0964196,0.6265636,0.9993019,1.0,0.6038761,0.9557604,1.0,1.1710744,2.5551187,0.9584161,0.0476109,0.9492625,8,0.0851543,0.0409506,2.0811757,SUCCESS,False,7.7812541,0.0225515,"[0, 3, 4, 7, 5, 1, 6, 2]",7.8038056,True,False,062d25d17ba39df12edf62820944a17ca2a476a6aa17bc4ad7cd9f7753fa2e14,SUCCESS,location_mild,065e508a32f753365b1aeeda38ab4c71b99a0abfc5e48f69a63929beb8a6e5c7,mice_protein_expression,0.0009692,-0.0399813,0.0409506,"[0.0715518, 0.0666892, 0.1426969, 0.114388, 0.1759442, 0.1430226, 0.1428572, 0.1428501]","[0.1620082, 0.1001613, 0.1488454, 0.0611528, 0.200624, 0.1324315, 0.1947768, 0.0]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.0078,0.09935,0.0,0.00997,0.0,0.15997,3,,39818e0edbdf4bd108530a520ae21660b5b4b4b59db505493b32ee454ee3935e,204f90e6d35a4db07dbaf10efe712c7a6e4807de90eae63e07d375f9b3a6cee6,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,b8fcac8ee0c2775269070b5bf9229f0bb6d2b88cbca0c5755f31799949ce7c54,0.1575267,SUCCESS,True,False,ae656abf933aafb866ff859537138761d84248271275ffdfc93672bf715c14cf,SUCCESS,True
0.0361033,0.0929962,0.5157094,0.7475522,1.0,0.5522005,0.8621655,1.0,0.938856,1.2107092,0.8887827,0.0476109,0.953399,8,0.0793969,0.0381818,1.5228665,SUCCESS,False,6.5362936,0.0044871,"[3, 5, 4, 2, 6, 0, 7, 1]",6.5407807,True,False,d980ada168c183a91e52c2567a851335030163d8bef1a0d388af7dae74579abf,SUCCESS,location_mild,065e508a32f753365b1aeeda38ab4c71b99a0abfc5e48f69a63929beb8a6e5c7,mice_protein_expression,0.0020785,-0.0361033,0.0381818,"[0.1715393, 0.1383364, 0.1142674, 0.0856702, 0.1187353, 0.0714286, 0.1766583, 0.1233644]","[0.0280627, 0.1321531, 0.2647665, 0.1209219, 0.199654, 0.0805444, 0.1370052, 0.0368922]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00211,0.06233,0.0,0.00528,0.0,0.09228,4,,39818e0edbdf4bd108530a520ae21660b5b4b4b59db505493b32ee454ee3935e,204f90e6d35a4db07dbaf10efe712c7a6e4807de90eae63e07d375f9b3a6cee6,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,435c8119f7c0030cdd11ec5d2908307bdb233caf6fe9e28b838e6a67c962b3aa,0.1427036,SUCCESS,True,False,4a3dfe698ecdcc6740d59e8fef3622f5f07293b25c35d6f9584974837f388685,SUCCESS,True
0.0413127,0.0442197,0.3219547,0.0002327,1.0,0.4778436,0.3686089,1.0,0.9811909,1.7786685,0.8593453,0.0476109,0.9444523,8,0.0892302,0.0429106,1.580908,SUCCESS,False,6.6923138,0.0714956,"[0, 3, 7, 2, 4, 5, 6, 1]",6.7638094,True,False,3c8c09c76d9638e9c6a14eea9956bab2947bfe6c36cef65a66070fbd385a2bfe,SUCCESS,location_mild,065e508a32f753365b1aeeda38ab4c71b99a0abfc5e48f69a63929beb8a6e5c7,mice_protein_expression,0.0015979,-0.0413127,0.0429106,"[0.1151056, 0.1666643, 0.0714286, 0.0715512, 0.1855107, 0.1715108, 0.0761983, 0.1420304]","[0.0769762, 0.1900115, 0.1518172, 0.0437777, 0.2220335, 0.1596587, 0.1179239, 0.0378013]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00355,0.11969,0.0,0.00482,0.0,0.1459,5,,39818e0edbdf4bd108530a520ae21660b5b4b4b59db505493b32ee454ee3935e,204f90e6d35a4db07dbaf10efe712c7a6e4807de90eae63e07d375f9b3a6cee6,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,d0b350967fc1a724da177afc9e8eba977c5bf68046c55afd1a423f56075edb0b,0.1439747,SUCCESS,True,False,3957d36b45304c845deb805a8a8b3546bd414c3042b2ca2524e95a69f198d47b,SUCCESS,True
0.0588548,0.0572216,0.5673082,0.8539544,1.0,0.5685356,0.8618704,1.0,1.103491,1.4031394,1.0924605,0.0920361,0.9260893,8,0.1255517,0.0603776,1.8955482,SUCCESS,False,7.3992298,0.096498,"[2, 0, 7, 4, 3, 1, 6, 5]",7.4957278,True,False,d9710e199c295ca96ec3d20fbc832310d1d9ab894865b33ce240eec6fbf5460a,SUCCESS,location_severe,218049f31643a076f73763950700b77346afa15cef364db409a5fbe05ac2ae3d,mice_protein_expression,0.0015228,-0.0588548,0.0603776,"[0.2422039, 0.1195405, 0.1523633, 0.0714286, 0.1143271, 0.0904507, 0.1382553, 0.0714306]","[0.1118574, 0.2341373, 0.1752301, 0.1227757, 0.0364661, 0.1409209, 0.1111735, 0.067439]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00296,0.06188,0.00774,0.00406,0.0,0.09683,1,,ca9791efd2e8d52c1a0bbe8bd21c0cd82c70a2e36f92c2de159b1814972682e9,ad71219430ba0cae1058808ee98fd30810f17f098e548dcb20435f7e38174b1e,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,a06d1d89424e76734046cb6a25534b4e49b2cf9ce8022e2763f04e3e6cde810f,0.0949346,SUCCESS,True,False,395813ca2ddbe4b4f39b64650f60794c7b663f0b3ba6d5682af316eae6f43ff2,SUCCESS,True
0.0462602,0.0787161,0.4692353,0.3101931,1.0,0.5402276,0.7716617,1.0,1.2400992,2.3348343,1.0456121,0.0920361,0.9389598,8,0.1005085,0.0483344,1.7413507,SUCCESS,False,7.9573202,0.0952588,"[0, 3, 1, 6, 5, 4, 7, 2]",8.052579,True,False,fa08eb7d4ef1373e84b147af0cd75447b6ccda6cda2921b57087415123da092a,SUCCESS,location_severe,218049f31643a076f73763950700b77346afa15cef364db409a5fbe05ac2ae3d,mice_protein_expression,0.0020742,-0.0462602,0.0483344,"[0.071431, 0.2427885, 0.1857828, 0.0714286, 0.0714286, 0.0666702, 0.1563004, 0.1341699]","[0.1879605, 0.1751544, 0.2160074, 0.0, 0.1391539, 0.0952242, 0.1113387, 0.0751609]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00205,0.06583,0.0,0.00337,0.0,0.08931,2,,ca9791efd2e8d52c1a0bbe8bd21c0cd82c70a2e36f92c2de159b1814972682e9,ad71219430ba0cae1058808ee98fd30810f17f098e548dcb20435f7e38174b1e,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,56012f24d24b8d6deb1cd68cdec53fb37ca9dcd23ccc3d3fbfbf52db0e045464,0.123521,SUCCESS,True,False,155f91a2f125e03a205b285a1d3bf10dc7bfea33ec6949e0514ed6e3bf8c5dc1,SUCCESS,True
0.0541786,0.093431,0.6496163,0.9934714,1.0,0.5782619,0.8866536,1.0,1.282699,2.5266243,1.1238088,0.0920361,0.9314185,8,0.1146934,0.0551559,2.4734617,SUCCESS,False,8.2187951,0.0358172,"[0, 3, 4, 7, 5, 1, 6, 2]",8.2546123,True,False,950be09e44463ce876c57b679ca7d9272906e348210cc515df689a19b172afff,SUCCESS,location_severe,218049f31643a076f73763950700b77346afa15cef364db409a5fbe05ac2ae3d,mice_protein_expression,0.0009772,-0.0541786,0.0551559,"[0.0715518, 0.0666892, 0.1426994, 0.1143879, 0.1759442, 0.1430227, 0.1428571, 0.1428477]","[0.1077045, 0.1494571, 0.107214, 0.0852153, 0.1819265, 0.1680177, 0.2004648, 0.0]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00247,0.10088,0.0,0.00406,0.0,0.12913,3,,ca9791efd2e8d52c1a0bbe8bd21c0cd82c70a2e36f92c2de159b1814972682e9,ad71219430ba0cae1058808ee98fd30810f17f098e548dcb20435f7e38174b1e,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,83afd0e7d35fde2927a3e9498a03b7717a3bc89f062dc8972f05723f85986158,0.1232707,SUCCESS,True,False,ae656abf933aafb866ff859537138761d84248271275ffdfc93672bf715c14cf,SUCCESS,True
0.055646,0.0649876,0.4821777,0.3580423,1.0,0.55151,0.855225,1.0,1.0643278,1.2961381,1.0395992,0.0920361,0.930624,8,0.119739,0.0575823,1.8429704,SUCCESS,False,7.1131442,0.0760573,"[3, 5, 4, 2, 6, 0, 7, 1]",7.1892015,True,False,fe0e698b9014bcd4da02c394dce501371431504c57a605744dc6ad9a0a4fb617,SUCCESS,location_severe,218049f31643a076f73763950700b77346afa15cef364db409a5fbe05ac2ae3d,mice_protein_expression,0.0019363,-0.055646,0.0575823,"[0.1715413, 0.1382407, 0.1142674, 0.0856702, 0.1188291, 0.0714286, 0.1766582, 0.1233645]","[0.0782506, 0.0993837, 0.2255825, 0.1459375, 0.1651564, 0.1395579, 0.0929283, 0.0532031]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.0034,0.04797,0.0,0.00383,0.0,0.06988,4,,ca9791efd2e8d52c1a0bbe8bd21c0cd82c70a2e36f92c2de159b1814972682e9,ad71219430ba0cae1058808ee98fd30810f17f098e548dcb20435f7e38174b1e,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,915cc302cdcaa5e7af6267417af6a1e12897036b61e03d5f5040da57f9af6217,0.1199245,SUCCESS,True,False,4a3dfe698ecdcc6740d59e8fef3622f5f07293b25c35d6f9584974837f388685,SUCCESS,True
0.0507478,0.0649744,0.371983,0.0116381,1.0,0.4121743,0.0952665,0.9999991,1.0195391,1.2469508,0.9652013,0.0920361,0.9328594,8,0.1115237,0.0536316,1.9182352,SUCCESS,False,6.5430424,0.1270583,"[4, 0, 7, 6, 2, 5, 3, 1]",6.6701007,True,False,14a7df30d4f42061f53dc99f10cd75e2163c963a6a2809e89d26f10818b9080d,SUCCESS,location_severe,218049f31643a076f73763950700b77346afa15cef364db409a5fbe05ac2ae3d,mice_protein_expression,0.0028838,-0.0507478,0.0536316,"[0.1860784, 0.194688, 0.0714286, 0.0714312, 0.0757745, 0.1571177, 0.1052989, 0.1381827]","[0.0536996, 0.1764001, 0.1353755, 0.0579665, 0.1969599, 0.1737986, 0.1329536, 0.0728463]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00127,0.12773,0.0,0.00234,0.0,0.14545,5,,ca9791efd2e8d52c1a0bbe8bd21c0cd82c70a2e36f92c2de159b1814972682e9,ad71219430ba0cae1058808ee98fd30810f17f098e548dcb20435f7e38174b1e,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,d21293f4dd1ab9a763ac21d79ef85846b8be77dbcef33525d3a891260872a3d3,0.1085949,SUCCESS,True,False,3957d36b45304c845deb805a8a8b3546bd414c3042b2ca2524e95a69f198d47b,SUCCESS,True
0.0434992,0.0506077,0.3355729,0.0022942,1.0,0.5269192,0.7427519,1.0,0.8914327,1.3728745,0.8607226,0.0433231,0.9435616,8,0.0957214,0.0460323,1.4244444,SUCCESS,False,6.470864,0.0230772,"[2, 4, 3, 6, 7, 1, 5, 0]",6.4939413,True,False,65a4d9e79f0abee1d6e7d3f296bd72929455b13c360fab5885f48fb7fec47e83,SUCCESS,mcar_mild,a65f6f1b40d3ae93f8e9c0c64ad6a5dd862ce8c0b82531a56733842d68020fe3,mice_protein_expression,0.0025331,-0.0434992,0.0460323,"[0.0805631, 0.1623001, 0.2379066, 0.0714287, 0.0760943, 0.1906641, 0.0666669, 0.1143763]","[0.0281609, 0.2743231, 0.2645836, 0.0579396, 0.0145534, 0.1349798, 0.1353695, 0.0900901]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00265,0.07541,0.01052,0.00596,0.0,0.11853,1,,98e7933de98fad74202c4cd60610cdd5e41e0b0d61aebd0667b87fa4bb3032ac,75b6433f81c41b74d28d95bd278c0c594dce54f33524c7b0b23de101f36aeb4e,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,77b0c3ae62618fe77e2703845e7afca232d16e2f1070d77cd9393cac78921081,0.103239,SUCCESS,True,False,395813ca2ddbe4b4f39b64650f60794c7b663f0b3ba6d5682af316eae6f43ff2,SUCCESS,True
0.0298137,0.0615213,0.3637528,0.0004355,1.0,0.4544442,0.1240464,1.0,1.0079277,2.4688192,0.7864486,0.0433231,0.9606411,8,0.0673279,0.0323779,1.2957394,SUCCESS,False,6.7095164,0.0435823,"[0, 2, 6, 7, 1, 5, 4, 3]",6.7530987,True,False,902d804474839a10d7e819e377ded45e290c2b961fe2a562f380cc6dc686ec5b,SUCCESS,mcar_mild,a65f6f1b40d3ae93f8e9c0c64ad6a5dd862ce8c0b82531a56733842d68020fe3,mice_protein_expression,0.0025642,-0.0298137,0.0323779,"[0.1623137, 0.2379067, 0.1906641, 0.0715211, 0.0714287, 0.0666671, 0.0805634, 0.1189351]","[0.2239019, 0.2776059, 0.1531311, 0.0, 0.14387, 0.0185633, 0.0731603, 0.1097674]",fcm_adaptive,SUCCESS,11.5269688,2,e3d5115fc6004df7d35100259466f6d405a7764f9f14e704fd94e1631eca64ea,0.00308,0.17236,0.0,0.00535,0.0,0.20113,2,,98e7933de98fad74202c4cd60610cdd5e41e0b0d61aebd0667b87fa4bb3032ac,75b6433f81c41b74d28d95bd278c0c594dce54f33524c7b0b23de101f36aeb4e,70a97778df2ac411a42e111020d43fa56d09336f20c4bc65929e97cae04054c5,c63a49742f27cfb94acee1c5fb551b71c8603dcf04d37261d5403e304c720d3d,0.1374221,SUCCESS,True,False,155f91a2f125e03a205b285a1d3bf10dc7bfea33ec6949e0514ed6e3bf8c5dc1,SUCCESS,True
