mae,rmse,median_absolute_error,r2,feature_block,regressor,n_predictions
0.04431046757292846,0.07464455104651548,0.025359022388091505,-0.11252421988284333,P0,hist_gradient_boosting,4500
0.059427610426627704,0.0881630713266002,0.03528767999487511,-0.5519819869495284,P1,hist_gradient_boosting,4500
0.046372677625811626,0.07557427922454477,0.02610502639154858,-0.140410695063663,P2,hist_gradient_boosting,4500
0.06294545408477395,0.09199994032921889,0.04046057359988289,-0.6900063840372008,P3,hist_gradient_boosting,4500
0.04837152690439144,0.07691617003639681,0.027185674152075498,-0.1812683161992703,P4,hist_gradient_boosting,4500
0.05744322023813758,0.08784517354438556,0.03480694083102501,-0.5408099139647979,P5,hist_gradient_boosting,4500
