mae,rmse,median_absolute_error,r2,feature_block,regressor,n_predictions
0.04637458980173505,0.07799608479773072,0.02512497289366887,-0.13906457836601183,P0,hist_gradient_boosting,4200
0.040879348355314156,0.07314488836181796,0.018645021078337758,-0.0017761871197017332,P1,hist_gradient_boosting,4200
0.04282457809282485,0.07544423477540063,0.020425695141272328,-0.06574881143504396,P2,hist_gradient_boosting,4200
0.04242254934849384,0.07481458243143166,0.019586342554725696,-0.04803371456434391,P3,hist_gradient_boosting,4200
0.04503741617066331,0.07730519941550083,0.022483063526053088,-0.11897440001718884,P4,hist_gradient_boosting,4200
0.04042971199471436,0.07328942166209745,0.017711648321205756,-0.005739090700831229,P5,hist_gradient_boosting,4200
