analysis_scope,outer_eval_type,outer_test_group,feature_block,regressor,best_inner_mae,selected_params,tie_broken
primary,LODO,pendigits,DX_plus_D_U_C,hist_gradient_boosting,0.04594231980484993,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,pendigits,DX_plus_D_V,hist_gradient_boosting,0.04822135243558727,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,pendigits,DX_plus_D_H,hist_gradient_boosting,0.04885528249339648,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,pendigits,DX_plus_D_M,hist_gradient_boosting,0.04971834631304997,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,pendigits,P0,ridge,0.040361941392761475,"{""alpha"": 10000.0}",False
primary,LODO,pendigits,P1,ridge,0.041973535032469145,"{""alpha"": 10000.0}",False
primary,LODO,pendigits,P2,ridge,0.04048183326472851,"{""alpha"": 10000.0}",False
primary,LODO,pendigits,P3,ridge,0.04203563056339514,"{""alpha"": 10000.0}",False
primary,LODO,pendigits,P4,ridge,0.04047855599542863,"{""alpha"": 10000.0}",False
primary,LODO,pendigits,P5,ridge,0.04207358401433772,"{""alpha"": 10000.0}",False
primary,LODO,letter_recognition,P0,hist_gradient_boosting,0.048539087148856366,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,P1,hist_gradient_boosting,0.06059032580095654,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
primary,LODO,letter_recognition,P2,hist_gradient_boosting,0.05353400884813396,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,P3,hist_gradient_boosting,0.06186778249437502,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
primary,LODO,letter_recognition,P4,hist_gradient_boosting,0.05575174241879921,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,P5,hist_gradient_boosting,0.059493581240807815,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
primary,LODO,letter_recognition,P4_minus_D_U_R,hist_gradient_boosting,0.051925371631183395,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,P4_minus_D_U_C,hist_gradient_boosting,0.05196913602088331,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,P4_minus_D_V,hist_gradient_boosting,0.05433701226306879,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,P4_minus_D_H,hist_gradient_boosting,0.05025603550330502,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,P4_minus_D_M,hist_gradient_boosting,0.05541677676963863,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,DX_plus_D_U_R,hist_gradient_boosting,0.04951800111354865,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,DX_plus_D_U_C,hist_gradient_boosting,0.04948990657109533,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,DX_plus_D_V,hist_gradient_boosting,0.047290487205453896,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,DX_plus_D_H,hist_gradient_boosting,0.05120530669837568,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,DX_plus_D_M,hist_gradient_boosting,0.04849467350778866,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,letter_recognition,P0,ridge,0.04414712355609644,"{""alpha"": 10000.0}",False
primary,LODO,letter_recognition,P1,ridge,0.043799216423144924,"{""alpha"": 10000.0}",False
primary,LODO,letter_recognition,P2,ridge,0.04405945058508076,"{""alpha"": 1000.0}",False
primary,LODO,letter_recognition,P3,ridge,0.043733636969113095,"{""alpha"": 10000.0}",False
primary,LODO,letter_recognition,P4,ridge,0.04424700886862958,"{""alpha"": 10000.0}",False
primary,LODO,letter_recognition,P5,ridge,0.04368236907994424,"{""alpha"": 10000.0}",False
primary,LODO,madelon,P0,hist_gradient_boosting,0.04895449422057365,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P1,hist_gradient_boosting,0.05664796067570377,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P2,hist_gradient_boosting,0.05003221608786934,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P3,hist_gradient_boosting,0.06027898985758656,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P4,hist_gradient_boosting,0.05097945088308346,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P5,hist_gradient_boosting,0.06132123609303014,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
primary,LODO,madelon,P4_minus_D_U_R,hist_gradient_boosting,0.05039322329535045,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P4_minus_D_U_C,hist_gradient_boosting,0.05229012377112176,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P4_minus_D_V,hist_gradient_boosting,0.049606688029612975,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P4_minus_D_H,hist_gradient_boosting,0.04963703293461687,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P4_minus_D_M,hist_gradient_boosting,0.05039283973175272,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,DX_plus_D_U_R,hist_gradient_boosting,0.0488508209669906,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,DX_plus_D_U_C,hist_gradient_boosting,0.048603126660818355,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,DX_plus_D_V,hist_gradient_boosting,0.05023984777874531,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,DX_plus_D_H,hist_gradient_boosting,0.05007439816071073,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,DX_plus_D_M,hist_gradient_boosting,0.049649147009331276,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,madelon,P0,ridge,0.04462110075695162,"{""alpha"": 10000.0}",False
primary,LODO,madelon,P1,ridge,0.04490972155895397,"{""alpha"": 10000.0}",False
primary,LODO,madelon,P2,ridge,0.04440330349048356,"{""alpha"": 1000.0}",False
primary,LODO,madelon,P3,ridge,0.044789597084788385,"{""alpha"": 10000.0}",False
primary,LODO,madelon,P4,ridge,0.0444188779808378,"{""alpha"": 10000.0}",False
primary,LODO,madelon,P5,ridge,0.044681859613198774,"{""alpha"": 10000.0}",False
primary,LODO,human_activity_recognition,P0,hist_gradient_boosting,0.04874798768367065,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P1,hist_gradient_boosting,0.06285028063331899,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P2,hist_gradient_boosting,0.0538234592257506,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P3,hist_gradient_boosting,0.06412473546136553,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P4,hist_gradient_boosting,0.05430542842991406,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P5,hist_gradient_boosting,0.05812388683839809,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P4_minus_D_U_R,hist_gradient_boosting,0.05446212079346964,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P4_minus_D_U_C,hist_gradient_boosting,0.054305731787646194,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P4_minus_D_V,hist_gradient_boosting,0.05725019030333611,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P4_minus_D_H,hist_gradient_boosting,0.0528659327504605,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P4_minus_D_M,hist_gradient_boosting,0.05732570693527002,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,DX_plus_D_U_R,hist_gradient_boosting,0.05123943426480711,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,DX_plus_D_U_C,hist_gradient_boosting,0.05098344569960417,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,DX_plus_D_V,hist_gradient_boosting,0.04884862527450175,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,DX_plus_D_H,hist_gradient_boosting,0.05274221969871638,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,DX_plus_D_M,hist_gradient_boosting,0.049035024374426736,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,human_activity_recognition,P0,ridge,0.04534542570361706,"{""alpha"": 10000.0}",False
primary,LODO,human_activity_recognition,P1,ridge,0.04735908400581003,"{""alpha"": 10000.0}",False
primary,LODO,human_activity_recognition,P2,ridge,0.04516820132505496,"{""alpha"": 100.0}",False
primary,LODO,human_activity_recognition,P3,ridge,0.04652357594956405,"{""alpha"": 10000.0}",False
primary,LODO,human_activity_recognition,P4,ridge,0.04542518458812626,"{""alpha"": 10000.0}",False
primary,LODO,human_activity_recognition,P5,ridge,0.046418101107534436,"{""alpha"": 10000.0}",False
primary,LODO,mice_protein_expression,P0,hist_gradient_boosting,0.048061102783056996,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P1,hist_gradient_boosting,0.062458192504654744,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P2,hist_gradient_boosting,0.05151717723947526,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P3,hist_gradient_boosting,0.0639980583755102,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P4,hist_gradient_boosting,0.05224539030233566,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P5,hist_gradient_boosting,0.0633071999042425,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
primary,LODO,mice_protein_expression,P4_minus_D_U_R,hist_gradient_boosting,0.05258078622691872,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P4_minus_D_U_C,hist_gradient_boosting,0.05132585225822235,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P4_minus_D_V,hist_gradient_boosting,0.04949726530630763,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P4_minus_D_H,hist_gradient_boosting,0.04965889481285143,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P4_minus_D_M,hist_gradient_boosting,0.052449904877538686,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,DX_plus_D_U_R,hist_gradient_boosting,0.04739804069851811,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,DX_plus_D_U_C,hist_gradient_boosting,0.04799739620007622,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,DX_plus_D_V,hist_gradient_boosting,0.049449718911165695,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,DX_plus_D_H,hist_gradient_boosting,0.050765874984157064,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,DX_plus_D_M,hist_gradient_boosting,0.049372537594283006,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LODO,mice_protein_expression,P0,ridge,0.04392384235451742,"{""alpha"": 10000.0}",False
primary,LODO,mice_protein_expression,P1,ridge,0.04549758667454944,"{""alpha"": 10000.0}",False
primary,LODO,mice_protein_expression,P2,ridge,0.0439911178123011,"{""alpha"": 10000.0}",False
primary,LODO,mice_protein_expression,P3,ridge,0.045520592365620685,"{""alpha"": 10000.0}",False
primary,LODO,mice_protein_expression,P4,ridge,0.04395397746277026,"{""alpha"": 10000.0}",False
primary,LODO,mice_protein_expression,P5,ridge,0.04544012862480608,"{""alpha"": 10000.0}",False
primary,LOSFO,location,P0,hist_gradient_boosting,0.050940942834638535,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,location,P1,hist_gradient_boosting,0.058873228753321225,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,location,P2,hist_gradient_boosting,0.051034952356604435,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,location,P3,hist_gradient_boosting,0.06294242024857007,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,location,P4,hist_gradient_boosting,0.05396415108784185,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,location,P5,hist_gradient_boosting,0.05964173861951183,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,scale,P0,hist_gradient_boosting,0.05324307741440877,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,scale,P1,hist_gradient_boosting,0.06299571798535777,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,scale,P2,hist_gradient_boosting,0.05217607007229731,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,scale,P3,hist_gradient_boosting,0.06746866209902955,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
primary,LOSFO,scale,P4,hist_gradient_boosting,0.05508477743307727,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,scale,P5,hist_gradient_boosting,0.06376446432917551,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,mcar,P0,hist_gradient_boosting,0.046709131391998705,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,mcar,P1,hist_gradient_boosting,0.05805770165276279,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
primary,LOSFO,mcar,P2,hist_gradient_boosting,0.04958172032609721,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,mcar,P3,hist_gradient_boosting,0.05911170938363462,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,mcar,P4,hist_gradient_boosting,0.047935296846887555,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,mcar,P5,hist_gradient_boosting,0.05471841673802726,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,outliers,P0,hist_gradient_boosting,0.049372996654874456,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,outliers,P1,hist_gradient_boosting,0.05216097223564949,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,outliers,P2,hist_gradient_boosting,0.05141596393980917,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,outliers,P3,hist_gradient_boosting,0.054753005652808474,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,outliers,P4,hist_gradient_boosting,0.051110772556482706,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,outliers,P5,hist_gradient_boosting,0.05424280364397153,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,measurement_noise,P0,hist_gradient_boosting,0.052411006793832704,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,measurement_noise,P1,hist_gradient_boosting,0.05948456271986857,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,measurement_noise,P2,hist_gradient_boosting,0.05388812448437421,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,measurement_noise,P3,hist_gradient_boosting,0.06398569953269109,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,measurement_noise,P4,hist_gradient_boosting,0.05522104915714613,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,measurement_noise,P5,hist_gradient_boosting,0.05667362535607129,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,class_prevalence,P0,hist_gradient_boosting,0.045346575502694254,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,class_prevalence,P1,hist_gradient_boosting,0.05111327958032628,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
primary,LOSFO,class_prevalence,P2,hist_gradient_boosting,0.04584790856619719,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,class_prevalence,P3,hist_gradient_boosting,0.0539487160833028,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,class_prevalence,P4,hist_gradient_boosting,0.048075398415445766,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,class_prevalence,P5,hist_gradient_boosting,0.05303809897448676,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,local_overlap,P0,hist_gradient_boosting,0.04051508830406332,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,local_overlap,P1,hist_gradient_boosting,0.056018394957140324,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,local_overlap,P2,hist_gradient_boosting,0.042712843132108665,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,local_overlap,P3,hist_gradient_boosting,0.05554084162861024,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,local_overlap,P4,hist_gradient_boosting,0.040954804150419875,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
primary,LOSFO,local_overlap,P5,hist_gradient_boosting,0.04782349323994549,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,iris,P0,hist_gradient_boosting,0.03417393584833485,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,iris,P1,hist_gradient_boosting,0.05986952984878585,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,iris,P2,hist_gradient_boosting,0.03770264853584915,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,iris,P3,hist_gradient_boosting,0.061267759866975816,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,iris,P4,hist_gradient_boosting,0.04362872401106671,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,iris,P5,hist_gradient_boosting,0.057884243811393635,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,glass,P0,hist_gradient_boosting,0.0442551769022274,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,glass,P1,hist_gradient_boosting,0.06986091241556924,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 300, ""max_leaf_nodes"": 15}",False
secondary,LODO,glass,P2,hist_gradient_boosting,0.05063431230347719,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,glass,P3,hist_gradient_boosting,0.06822757324960989,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 300, ""max_leaf_nodes"": 15}",False
secondary,LODO,glass,P4,hist_gradient_boosting,0.05087663828054684,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,glass,P5,hist_gradient_boosting,0.06495580692895499,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,sonar,P0,hist_gradient_boosting,0.0471953911104335,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,sonar,P1,hist_gradient_boosting,0.05979527020137361,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,sonar,P2,hist_gradient_boosting,0.048200088753734084,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,sonar,P3,hist_gradient_boosting,0.06079132320784657,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
