analysis_scope,outer_eval_type,outer_test_group,feature_block,regressor,best_inner_mae,selected_params,tie_broken
secondary,LODO,sonar,P4,hist_gradient_boosting,0.051031453800762586,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,sonar,P5,hist_gradient_boosting,0.05854113344853629,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,breast_cancer_wisconsin_diagnostic,P0,hist_gradient_boosting,0.039046006287835416,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,breast_cancer_wisconsin_diagnostic,P1,hist_gradient_boosting,0.052939066063759775,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,breast_cancer_wisconsin_diagnostic,P2,hist_gradient_boosting,0.042708481765377504,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,breast_cancer_wisconsin_diagnostic,P3,hist_gradient_boosting,0.051846051344568676,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,breast_cancer_wisconsin_diagnostic,P4,hist_gradient_boosting,0.041799947680909506,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,breast_cancer_wisconsin_diagnostic,P5,hist_gradient_boosting,0.047851452135261915,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,spambase,P0,hist_gradient_boosting,0.045676725558360345,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,spambase,P1,hist_gradient_boosting,0.055351583080129815,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,spambase,P2,hist_gradient_boosting,0.04758952623162077,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,spambase,P3,hist_gradient_boosting,0.06022933692479754,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,spambase,P4,hist_gradient_boosting,0.04988231315338719,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,spambase,P5,hist_gradient_boosting,0.052147307102175855,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,waveform,P0,hist_gradient_boosting,0.04745537761166234,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,waveform,P1,hist_gradient_boosting,0.05847154847746565,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,waveform,P2,hist_gradient_boosting,0.0497255417400282,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,waveform,P3,hist_gradient_boosting,0.05945298146330839,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,waveform,P4,hist_gradient_boosting,0.04907104300045462,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,waveform,P5,hist_gradient_boosting,0.056057064356272966,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,satimage,P0,hist_gradient_boosting,0.0450756333869627,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,satimage,P1,hist_gradient_boosting,0.060775516567884866,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,satimage,P2,hist_gradient_boosting,0.04746234555199201,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,satimage,P3,hist_gradient_boosting,0.059798574403573466,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,satimage,P4,hist_gradient_boosting,0.047806825756026294,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,satimage,P5,hist_gradient_boosting,0.06004471679004382,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,pendigits,P0,hist_gradient_boosting,0.04424557502680142,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,pendigits,P1,hist_gradient_boosting,0.04996932439654904,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,pendigits,P2,hist_gradient_boosting,0.04607479850600399,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,pendigits,P3,hist_gradient_boosting,0.0524154924094269,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,pendigits,P4,hist_gradient_boosting,0.04834421429905585,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,pendigits,P5,hist_gradient_boosting,0.05223676690962611,"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,letter_recognition,P0,hist_gradient_boosting,0.046282854249369246,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,letter_recognition,P1,hist_gradient_boosting,0.05973540815614892,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,letter_recognition,P2,hist_gradient_boosting,0.052161128348328825,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,letter_recognition,P3,hist_gradient_boosting,0.0594787025277838,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,letter_recognition,P4,hist_gradient_boosting,0.05180909672969888,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,letter_recognition,P5,hist_gradient_boosting,0.057715586822028354,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,madelon,P0,hist_gradient_boosting,0.04581387570346642,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,madelon,P1,hist_gradient_boosting,0.05614187854619359,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,madelon,P2,hist_gradient_boosting,0.048698524389300266,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,madelon,P3,hist_gradient_boosting,0.05757923782558812,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,madelon,P4,hist_gradient_boosting,0.05006868674948626,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,madelon,P5,hist_gradient_boosting,0.06100078560968812,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,human_activity_recognition,P0,hist_gradient_boosting,0.04572514541161574,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,human_activity_recognition,P1,hist_gradient_boosting,0.06306513742718492,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,human_activity_recognition,P2,hist_gradient_boosting,0.05141023770771802,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,human_activity_recognition,P3,hist_gradient_boosting,0.06076407791993639,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,human_activity_recognition,P4,hist_gradient_boosting,0.052803078051988916,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,human_activity_recognition,P5,hist_gradient_boosting,0.05929148647771937,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,mice_protein_expression,P0,hist_gradient_boosting,0.045914348179454306,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,mice_protein_expression,P1,hist_gradient_boosting,0.06199682756212468,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LODO,mice_protein_expression,P2,hist_gradient_boosting,0.049014862385605276,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,mice_protein_expression,P3,hist_gradient_boosting,0.06312422834159435,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,mice_protein_expression,P4,hist_gradient_boosting,0.04992237284975574,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LODO,mice_protein_expression,P5,hist_gradient_boosting,0.06218650201632161,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,location,P0,hist_gradient_boosting,0.047484991667250696,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,location,P1,hist_gradient_boosting,0.0593472153030052,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,location,P2,hist_gradient_boosting,0.049546442949152,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,location,P3,hist_gradient_boosting,0.058281153125557095,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,location,P4,hist_gradient_boosting,0.051468012621110545,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,location,P5,hist_gradient_boosting,0.058028445837662444,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,scale,P0,hist_gradient_boosting,0.04959325452745837,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,scale,P1,hist_gradient_boosting,0.059117245704031596,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,scale,P2,hist_gradient_boosting,0.0499518008304843,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,scale,P3,hist_gradient_boosting,0.06193543570960573,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,scale,P4,hist_gradient_boosting,0.05267925822507998,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,scale,P5,hist_gradient_boosting,0.060410016618916464,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,mcar,P0,hist_gradient_boosting,0.04359188113562071,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,mcar,P1,hist_gradient_boosting,0.052898914620141325,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,mcar,P2,hist_gradient_boosting,0.046860910458317126,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,mcar,P3,hist_gradient_boosting,0.05429481841876638,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,mcar,P4,hist_gradient_boosting,0.044883786911009416,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,mcar,P5,hist_gradient_boosting,0.05192076691504884,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,outliers,P0,hist_gradient_boosting,0.046117248668457504,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,outliers,P1,hist_gradient_boosting,0.05122706282526901,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,outliers,P2,hist_gradient_boosting,0.0488422297205544,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,outliers,P3,hist_gradient_boosting,0.05158566688920694,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,outliers,P4,hist_gradient_boosting,0.0491878098202186,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,outliers,P5,hist_gradient_boosting,0.05105059403131079,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,measurement_noise,P0,hist_gradient_boosting,0.048511382274595775,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,measurement_noise,P1,hist_gradient_boosting,0.05856298179485934,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,measurement_noise,P2,hist_gradient_boosting,0.05151192121779495,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,measurement_noise,P3,hist_gradient_boosting,0.060297034785353844,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,measurement_noise,P4,hist_gradient_boosting,0.05140887860514376,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,measurement_noise,P5,hist_gradient_boosting,0.05593932932502773,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,class_prevalence,P0,hist_gradient_boosting,0.04216302105618462,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,class_prevalence,P1,hist_gradient_boosting,0.05194162062438219,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,class_prevalence,P2,hist_gradient_boosting,0.04405553559923869,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,class_prevalence,P3,hist_gradient_boosting,0.053290363214390034,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 15}",False
secondary,LOSFO,class_prevalence,P4,hist_gradient_boosting,0.04730138764634514,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,class_prevalence,P5,hist_gradient_boosting,0.05040273418778433,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,local_overlap,P0,hist_gradient_boosting,0.038056321419947345,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,local_overlap,P1,hist_gradient_boosting,0.053783114551552456,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,local_overlap,P2,hist_gradient_boosting,0.040386828090107206,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,local_overlap,P3,hist_gradient_boosting,0.052469672055316885,"{""l2_regularization"": 1.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,local_overlap,P4,hist_gradient_boosting,0.039124982375708287,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
secondary,LOSFO,local_overlap,P5,hist_gradient_boosting,0.045818130325749565,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 150, ""max_leaf_nodes"": 7}",False
